date,n_obs,n_null,n_outlier,mean_all,mean_clean,std_clean,outlier_pct
2025-11-04,60719,130155,24115,1295636.4,0.0032636693213135004,0.23586101830005646,12.633988914152791
2025-11-05,60603,130256,22654,86538.27,0.0006964055355638266,0.2341456115245819,11.869495281857287
2025-11-06,60708,130147,23540,-738957.5,0.0020358210895210505,0.23341251909732819,12.333970815540592
2025-11-07,60719,130134,23848,-1017269.6,-0.002114747418090701,0.2356930524110794,12.495480815077572
2025-11-10,60579,130267,21637,565373.1,-0.007409287616610527,0.23322521150112152,11.337413411860872
2025-11-11,60185,130664,19818,-283675.53,-0.0008265920914709568,0.22866998612880707,10.38412567003233
2025-11-12,60156,130699,20639,90300.41,-0.004660380072891712,0.23060449957847595,10.81396871970868
2025-11-13,60305,130554,22534,-386464.7,0.014731712639331818,0.23617196083068848,11.80662164215468
2025-11-14,60281,130588,22255,236314.4,-0.000697704148478806,0.23396097123622894,11.659829516579434
2025-11-17,60217,130639,21348,-344820.62,0.014092191122472286,0.23199009895324707,11.185396319738441
2025-11-18,60382,130478,22325,-88744.21,0.003479942912235856,0.2325587123632431,11.697055433301896
2025-11-19,60321,130511,21984,-687067.44,0.0019486242672428489,0.2349332869052887,11.520080489645343
2025-11-20,60392,130460,23909,-302081.94,0.01657976768910885,0.2372404783964157,12.527508226269571
2025-11-21,60448,130420,23681,9492.471,-0.005677904933691025,0.23775941133499146,12.407003793197392
2025-11-24,60332,130524,21681,34786.33,0.0020805480889976025,0.23315611481666565,11.359873412415643
2025-11-25,60202,130664,20690,-937245.94,-0.011746003292500973,0.23287828266620636,10.840065805329393
2025-11-26,60069,130784,18814,-355548.44,-0.012215808033943176,0.2282196581363678,9.857848710787884
2025-11-28,33303,72862,10965,-1786195.2,-0.003950190730392933,0.22896483540534973,10.328262610088071
2025-12-01,60094,130390,19565,509152.06,0.0017635326366871595,0.23074492812156677,10.271203880640893
2025-12-02,60109,130362,21094,-84352.53,-0.010398156940937042,0.23187580704689026,11.074651784261121
